Temperature	Field	Energy	Magnetization	SpecificHeat	Susceptibility	M_x
4	0	-0.24877	0.0546611	0.000149021	0.000210784	-0.00658448
4.005	0	-0.251873	0.0551115	0.000174097	0.000211883	0.00293872
4.01	0	-0.266195	0.058732	0.000144726	0.000242808	-0.00826621
4.015	0	-0.249588	0.056571	0.000152674	0.000213191	-0.00298417
4.02	0	-0.257748	0.0622307	0.000168494	0.000243372	-0.00357374
4.025	0	-0.259787	0.0578077	0.000155017	0.000233418	-0.00652195
4.03	0	-0.258908	0.0649031	0.000177815	0.000284673	0.00303408
4.035	0	-0.254321	0.0639265	0.000143012	0.000293281	-0.00801612
4.04	0	-0.254811	0.0607622	0.00016343	0.000274151	0.00155881
4.045	0	-0.258026	0.064568	0.000174178	0.000252027	0.00397515
4.05	0	-0.250144	0.0587476	0.000152982	0.000196329	-0.00456692
4.055	0	-0.251138	0.0630557	0.000155899	0.000236905	0.00872529
4.06	0	-0.248839	0.0594209	0.000185803	0.000249519	0.0123216
4.065	0	-0.255436	0.058779	0.000177303	0.000239041	-0.00503459
4.07	0	-0.251578	0.0620102	0.000139692	0.000218962	0.00112264
4.075	0	-0.253563	0.0585536	0.000151427	0.000226855	-0.0035897
4.08	0	-0.248213	0.0567536	0.000171827	0.00022015	-0.00220015
4.085	0	-0.250261	0.0563088	0.000190548	0.000240095	-0.00473395
4.09	0	-0.25212	0.061473	0.000138887	0.000297867	0.000514579
4.095	0	-0.244823	0.0557063	0.000160538	0.000223322	0.00615226
4.1	0	-0.250838	0.0634464	0.000167742	0.000287994	0.00644623
4.105	0	-0.250954	0.0616678	0.000145082	0.000255368	-0.00796052
4.11	0	-0.249303	0.0565863	0.000145468	0.000202166	-0.00530195
4.115	0	-0.256211	0.0616897	0.000160363	0.000298996	-0.00165352
4.12	0	-0.242036	0.0573452	0.000163928	0.000249201	-0.00254749
4.125	0	-0.247496	0.0588197	0.000149323	0.000260047	0.000164634
4.13	0	-0.250325	0.0616073	0.000150178	0.000222537	-0.00512935
4.135	0	-0.246149	0.0571601	0.000166931	0.000221746	0.0056035
4.14	0	-0.246418	0.0534871	0.000144125	0.000187706	0.0045038
4.145	0	-0.243622	0.0630698	0.000169521	0.000264774	-0.00527935
4.15	0	-0.242842	0.0564307	0.000151107	0.000189769	-0.000357042
4.155	0	-0.253323	0.0635926	0.000154631	0.000265435	-0.00351504
4.16	0	-0.242355	0.0600082	0.000157497	0.000211861	0.00232586
4.165	0	-0.245744	0.0599625	0.000148027	0.000213165	0.00121115
4.17	0	-0.245641	0.056402	0.000129258	0.000189026	-0.00186338
4.175	0	-0.242459	0.0624263	0.000137444	0.000246189	0.00280507
4.18	0	-0.245161	0.0565834	0.000159193	0.000224693	-0.00670456
4.185	0	-0.244154	0.0599533	0.000138043	0.000223455	-0.00886668
4.19	0	-0.245744	0.0568246	0.000149515	0.000194384	-0.00632279
4.195	0	-0.244754	0.0559112	0.000132614	0.00022495	-0.00893452
4.2	0	-0.249417	0.055267	0.00013158	0.000212217	-0.00628262
4.205	0	-0.241789	0.0590645	0.000189234	0.000224046	-0.00283254
4.21	0	-0.243916	0.0523271	0.00015833	0.000184889	-0.00413404
4.215	0	-0.245489	0.0551027	0.000143285	0.000198845	-0.00333023
4.22	0	-0.244759	0.0586757	0.000160534	0.000240601	-0.00169589
4.225	0	-0.2459	0.0596613	0.000131587	0.000231955	0.0122756
4.23	0	-0.238146	0.0575876	0.000151608	0.000229123	-0.00362382
4.235	0	-0.243885	0.0517824	0.000127687	0.000168141	0.00518408
4.24	0	-0.234401	0.0534727	0.000135535	0.000189394	-0.00685089
4.245	0	-0.242301	0.0575155	0.000167122	0.000242363	0.00779746
4.25	0	-0.2421	0.0587576	0.00013327	0.00020185	0.00782918
4.255	0	-0.238531	0.0608732	0.000140606	0.000203378	-0.00272695
4.26	0	-0.238967	0.0557795	0.000148748	0.000220136	-0.00214842
4.265	0	-0.238161	0.0623512	0.000130699	0.000224873	0.0092015
4.27	0	-0.241155	0.0594417	0.000139151	0.000244314	0.000125859
4.275	0	-0.238961	0.0594573	0.00012657	0.000219479	0.0054459
4.28	0	-0.239171	0.0600061	0.000132268	0.000181271	0.00345122
4.285	0	-0.236317	0.0532764	0.000143569	0.000181627	-0.00663942
4.29	0	-0.238414	0.0572137	0.000152636	0.000204744	-0.00138721
4.295	0	-0.239692	0.0592103	0.00013669	0.00025944	-0.0109733
4.3	0	-0.238775	0.0660797	0.00014717	0.000254715	0.010635
4.305	0	-0.240404	0.0621753	0.000144601	0.000229949	0.000555488
4.31	0	-0.235701	0.0550861	0.000136536	0.000177895	-0.00142966
4.315	0	-0.243239	0.058003	0.000144551	0.000195865	-5.7038e-05
4.32	0	-0.233657	0.0559265	0.000157944	0.000199746	-0.00112497
4.325	0	-0.237123	0.0539287	0.000145139	0.000175664	0.0120322
4.33	0	-0.238537	0.059277	0.000134574	0.000207505	0.000503855
4.335	0	-0.236673	0.0586939	0.000137022	0.000194512	0.000997584
4.34	0	-0.233588	0.0596583	0.00012702	0.000200965	-0.00182854
4.345	0	-0.238466	0.0566796	0.000150463	0.000217644	0.00383923
4.35	0	-0.236999	0.0563842	0.000130991	0.000198339	0.00328167
4.355	0	-0.242428	0.0571006	0.000137815	0.000225763	-0.00536837
4.36	0	-0.236704	0.0561032	0.000139665	0.00019415	-0.00390592
4.365	0	-0.236193	0.0580754	0.000157203	0.000179856	-0.00328063
4.37	0	-0.231131	0.0584641	0.000153034	0.000208317	-0.0052634
4.375	0	-0.232949	0.0612249	0.000136684	0.000268434	-0.0116602
4.38	0	-0.231219	0.0582563	0.000125809	0.000214288	-0.0121274
4.385	0	-0.234102	0.0548651	0.000129718	0.000191137	-0.00381699
4.39	0	-0.228531	0.0609106	0.000142946	0.000223801	-0.00780732
4.395	0	-0.229866	0.0525484	0.000132143	0.000152718	0.00638821
4.4	0	-0.224133	0.0537651	0.000116422	0.00018904	0.00359719
4.405	0	-0.236106	0.059789	0.000152959	0.00019654	-0.014573
4.41	0	-0.234261	0.0586876	0.000147202	0.000202894	-0.00470687
4.415	0	-0.224529	0.0589781	0.000149098	0.000183942	-0.000815922
4.42	0	-0.224205	0.056818	0.00011977	0.00022371	-0.00972741
4.425	0	-0.226843	0.0585233	0.00012785	0.000188131	0.0146478
4.43	0	-0.235038	0.0604743	0.000121718	0.000221032	-0.000587545
4.435	0	-0.228799	0.0561779	0.000126303	0.000191122	0.00762485
4.44	0	-0.230323	0.0560871	0.000131325	0.000176237	0.00606821
4.445	0	-0.235487	0.0580604	0.000144279	0.000204455	-0.00669033
4.45	0	-0.227525	0.0554707	0.00012417	0.000211722	0.00461945
4.455	0	-0.230766	0.0617522	0.000126221	0.000196736	0.00349275
4.46	0	-0.233896	0.0562815	0.000136821	0.000186001	-0.00414074
4.465	0	-0.229633	0.0584636	0.000130735	0.000201738	0.00734156
4.47	0	-0.23322	0.0568992	0.000118524	0.00021047	0.00955684
4.475	0	-0.228438	0.0552232	0.000113255	0.000178149	0.0117744
4.48	0	-0.229787	0.0571204	0.000119946	0.000202987	-0.00694559
4.485	0	-0.225926	0.0556093	0.000130846	0.000167385	-0.00487291
4.49	0	-0.220304	0.0591948	0.000119443	0.00019596	-0.0119815
4.495	0	-0.221384	0.0605813	0.000141517	0.000229183	-0.00302984
4.5	0	-0.21916	0.0560728	0.000127247	0.000179306	-0.007187
4.505	0	-0.224311	0.0602543	0.000125563	0.000248322	0.0127541
4.51	0	-0.217496	0.0579442	0.000117611	0.000212271	0.000519581
4.515	0	-0.219237	0.0528801	0.000129686	0.000191033	0.00442154
4.52	0	-0.228588	0.0603284	0.000132513	0.000193904	-0.00708402
4.525	0	-0.217814	0.0526991	0.000128082	0.000165391	0.0011294
4.53	0	-0.224801	0.0559715	0.000145669	0.00017801	-0.00743337
4.535	0	-0.22532	0.0600377	0.000132489	0.000211187	0.000461068
4.54	0	-0.223187	0.0608958	0.000112425	0.000231026	-0.00268627
4.545	0	-0.221301	0.0560472	0.000138368	0.000198931	0.0121503
4.55	0	-0.219773	0.0620433	0.000147004	0.000227624	-0.0137859
4.555	0	-0.227646	0.0592242	0.000118651	0.000205371	0.000708586
4.56	0	-0.221502	0.0549498	0.000130051	0.000177826	0.00901327
4.565	0	-0.22366	0.0557254	0.000127839	0.000175234	0.00196744
4.57	0	-0.225253	0.0581851	0.000137811	0.000187817	0.00931464
4.575	0	-0.221907	0.0558715	0.000135947	0.000180939	-0.00613396
4.58	0	-0.228377	0.0583878	0.000125317	0.000201803	0.00214701
4.585	0	-0.219373	0.0553571	0.000131392	0.000183303	-0.00193183
4.59	0	-0.21213	0.055226	0.000118508	0.000194557	-0.000527053
4.595	0	-0.213343	0.0594526	0.00014268	0.000195192	-0.000426422
4.6	0	-0.215589	0.0527693	0.000121193	0.000155784	0.00507205
4.605	0	-0.213354	0.0548654	0.000127174	0.000182161	-2.53227e-05
4.61	0	-0.215033	0.0513766	0.000122894	0.000187976	-0.00525737
4.615	0	-0.219601	0.0605889	0.000112681	0.000203741	0.00677938
4.62	0	-0.21903	0.0585455	0.000122924	0.00019148	0.0046017
4.625	0	-0.219896	0.0541077	0.000127507	0.000176347	0.00759479
4.63	0	-0.216333	0.0564857	0.000119659	0.000193995	0.00115162
4.635	0	-0.218923	0.0547399	0.000130211	0.000170309	-0.000274506
4.64	0	-0.218422	0.0554242	0.000125654	0.000171838	-0.00509872
4.645	0	-0.215256	0.0578511	0.000129601	0.000184986	-0.00427026
4.65	0	-0.220405	0.0555498	0.000112201	0.000195475	-0.00473651
4.655	0	-0.217916	0.0531161	0.000121832	0.000169112	-0.00198341
4.66	0	-0.216395	0.0561533	0.000104325	0.000198285	-0.00483226
4.665	0	-0.218853	0.0564219	0.000116343	0.000181827	0.0010406
4.67	0	-0.220384	0.0576936	0.000124275	0.000177597	-0.00130284
4.675	0	-0.221677	0.0582403	0.000119116	0.000200116	0.00532711
4.68	0	-0.2103	0.0578784	0.000116675	0.000194453	-0.00203741
4.685	0	-0.219555	0.0600099	0.000125643	0.000239419	0.00698472
4.69	0	-0.212939	0.0563434	0.000113636	0.00017838	-0.00111726
4.695	0	-0.219194	0.0542678	0.000126623	0.000165973	-0.00145609
4.7	0	-0.21446	0.054524	0.000118942	0.000173192	-0.00188714
4.705	0	-0.214012	0.0529848	0.000114609	0.000148359	0.0031415
4.71	0	-0.21298	0.0542612	0.000100059	0.000153183	0.00743661
4.715	0	-0.214435	0.0543328	0.000117812	0.000156197	-0.00708561
4.72	0	-0.219305	0.0555756	0.000117742	0.000162057	-0.0086604
4.725	0	-0.21535	0.0568243	0.000111086	0.000170006	0.00265699
4.73	0	-0.215857	0.0564149	0.000115686	0.000162755	0.0048902
4.735	0	-0.213021	0.0590019	0.00010704	0.000221485	-0.000953619
4.74	0	-0.215308	0.0563614	0.000123956	0.000192375	-0.0067689
4.745	0	-0.206168	0.0572743	0.000102027	0.000176778	0.00940223
4.75	0	-0.219865	0.0565673	0.000123986	0.000203406	0.00466208
4.755	0	-0.202205	0.0566349	0.000111818	0.000218305	-0.00197106
4.76	0	-0.216979	0.0590495	0.000111786	0.000185692	-0.00477365
4.765	0	-0.220384	0.0547777	0.000116181	0.000180639	-0.00215281
4.77	0	-0.208558	0.055271	0.000118222	0.000163856	0.00748497
4.775	0	-0.215196	0.0589027	0.000112645	0.000184008	0.00638966
4.78	0	-0.211578	0.0545901	0.000107309	0.00014835	-0.00236962
4.785	0	-0.211163	0.0565631	0.000123047	0.000167927	0.0012794
4.79	0	-0.207176	0.0566616	0.000110937	0.000167505	-0.00764905
4.795	0	-0.214794	0.0545041	9.49841e-05	0.000170765	0.00264252
4.8	0	-0.209888	0.0561072	0.000110919	0.000190054	0.00467732
4.805	0	-0.21162	0.0530968	0.000122012	0.000160092	-0.00616693
4.81	0	-0.217738	0.0498902	0.000109957	0.000137405	-0.00728573
4.815	0	-0.209256	0.0561181	0.000114072	0.000180389	0.00381632
4.82	0	-0.211361	0.0564605	9.5928e-05	0.000168235	0.000432544
4.825	0	-0.209163	0.0553856	9.5473e-05	0.000178352	0.00408464
4.83	0	-0.208032	0.0552751	0.00012949	0.000174061	0.00989675
4.835	0	-0.207183	0.0518468	0.00010848	0.000145878	0.00735042
4.84	0	-0.204808	0.0557498	8.69975e-05	0.000163938	0.00206157
4.845	0	-0.205127	0.0570991	0.000120479	0.000210803	0.00702744
4.85	0	-0.206138	0.0565626	0.000121878	0.000177645	0.00798522
4.855	0	-0.204541	0.0580737	0.000114442	0.000180592	0.0101777
4.86	0	-0.205842	0.0540163	0.000112235	0.000160869	0.00248204
4.865	0	-0.207614	0.0552137	0.00010224	0.000177803	-0.00565578
4.87	0	-0.203073	0.0560834	0.000111853	0.000169972	0.00408315
4.875	0	-0.213534	0.0514165	0.000102052	0.000154236	0.000664677
4.88	0	-0.208169	0.0548273	9.7411e-05	0.000167312	0.00654321
4.885	0	-0.206023	0.056598	0.000120555	0.000184109	-0.0117213
4.89	0	-0.206112	0.0548549	0.00011857	0.000162111	-0.00518743
4.895	0	-0.213332	0.0563076	0.00011471	0.000187114	0.00359434
4.9	0	-0.205663	0.0566503	0.000113183	0.000189197	0.00350526
4.905	0	-0.202092	0.053849	0.000112582	0.000173301	0.00210262
4.91	0	-0.20077	0.0610975	0.000112787	0.000204763	-0.00490153
4.915	0	-0.207989	0.0588809	0.000103718	0.000184305	-0.0126022
4.92	0	-0.20981	0.0557526	0.000101589	0.000187929	-0.0066081
4.925	0	-0.206906	0.0552222	0.000113279	0.000186456	-0.00600981
4.93	0	-0.209379	0.0545748	0.00010501	0.000159123	0.0012588
4.935	0	-0.201071	0.0567057	0.000105478	0.000168461	0.00369142
4.94	0	-0.20544	0.0588585	0.000126338	0.000185891	-0.000455804
4.945	0	-0.21047	0.0537786	0.000118304	0.000148277	0.00534344
4.95	0	-0.199326	0.0547745	0.000110004	0.000160627	-0.000450268
4.955	0	-0.209057	0.0563334	9.26128e-05	0.000179966	-0.00911913
4.96	0	-0.208562	0.0572893	0.000116045	0.000186412	-0.00239498
4.965	0	-0.202412	0.0510242	9.4829e-05	0.00014236	0.000128691
4.97	0	-0.201426	0.0593279	0.000104025	0.000182089	0.00596213
4.975	0	-0.200981	0.0528371	0.000101731	0.000148643	0.00392644
4.98	0	-0.202408	0.0586332	0.00010419	0.000169919	-0.0027659
4.985	0	-0.200987	0.0539277	0.000109486	0.000150785	-0.00491065
4.99	0	-0.207738	0.0574555	0.00010021	0.000161884	0.00319094
4.995	0	-0.199316	0.0589966	0.000125719	0.000165129	-0.00675376
5	0	-0.20604	0.0605123	0.000103945	0.00019734	-0.00959122
5.005	0	-0.203232	0.0597994	0.000114013	0.000168239	-0.00623641
5.01	0	-0.210775	0.0574786	9.47066e-05	0.000172637	0.00224015
5.015	0	-0.205136	0.0561434	0.000102942	0.000195822	-0.00120539
5.02	0	-0.203088	0.0582839	0.000102694	0.000179003	0.00132283
5.025	0	-0.200542	0.0582312	9.93647e-05	0.000175507	0.000922554
5.03	0	-0.195615	0.051418	0.00010637	0.000148514	-0.00400145
5.035	0	-0.19774	0.0536412	0.000114428	0.000178588	0.00664523
5.04	0	-0.202744	0.0535749	9.89132e-05	0.000152523	0.00228325
5.045	0	-0.20352	0.0551943	9.94086e-05	0.000153166	0.00569721
5.05	0	-0.206211	0.0533755	0.000103629	0.000139337	0.00393487
5.055	0	-0.203506	0.0530649	9.40926e-05	0.000160842	-0.00154673
5.06	0	-0.197111	0.0555721	9.83213e-05	0.000151275	-0.00398316
5.065	0	-0.204291	0.0565582	9.75428e-05	0.000163669	0.00128884
5.07	0	-0.200706	0.0591523	0.00011288	0.000174286	-0.00786511
5.075	0	-0.198531	0.0596576	0.000106217	0.000184126	-0.000638693
5.08	0	-0.201948	0.0538265	9.83121e-05	0.000156198	-0.00607818
5.085	0	-0.197397	0.0539009	0.000124397	0.000148083	-0.00508263
5.09	0	-0.203617	0.0514063	9.75927e-05	0.000138195	0.00260788
5.095	0	-0.199974	0.054756	9.91422e-05	0.000163796	-0.00131515
5.1	0	-0.197198	0.0567093	0.000107573	0.000183555	0.00589553
